"";"hb_author";"hb_university";"hb_age";"hb_subject";"hb_age_today";"hb_vwl2015_u40_rank";"hb_vwl2015_u40_score";"hb_vwl2015_cr_rank";"hb_vwl2015_cr_score";"hb_vwl2015_lw_rank";"hb_vwl2015_lw_score";"hb_bwl2014_u40_rank";"hb_bwl2014_u40_score";"hb_bwl2014_lw_rank";"hb_bwl2014_lw_score";"hb_bwl2014_cr_rank";"hb_bwl2014_cr_score";"hb_vwl2013_u40_rank";"hb_vwl2013_u40_score";"hb_vwl2013_cr_rank";"hb_vwl2013_cr_score";"hb_vwl2013_lw_rank";"hb_vwl2013_lw_score";"hb_bwl2012_u40_rank";"hb_bwl2012_u40_score";"hb_bwl2012_cr_rank";"hb_bwl2012_cr_score";"hb_bwl2012_lw_rank";"hb_bwl2012_lw_score";"hb_vwl2011_u40_rank";"hb_vwl2011_u40_score";"hb_vwl2011_cr_rank";"hb_vwl2011_cr_score";"hb_vwl2011_lw_rank";"hb_vwl2011_lw_score";"hb_vwl2010_u40_rank";"hb_vwl2010_u40_score";"hb_vwl2010_cr_rank";"hb_vwl2010_cr_score";"hb_vwl2010_lw_rank";"hb_vwl2010_lw_score";"hb_bwl2009_u40_rank";"hb_bwl2009_u40_score";"hb_bwl2009_cr_rank";"hb_bwl2009_cr_score";"hb_bwl2009_lw_rank";"hb_bwl2009_lw_score";"rp_rank";"rp_author";"rp_average_rank_score";"rp_aabs.views_rank";"rp_aabs.views_score";"rp_abs.views_rank";"rp_abs.views_score";"rp_ad.cites_rank";"rp_ad.cites_score";"rp_adown.loads_rank";"rp_adownloads_score";"rp_adsc.cites_rank";"rp_adsc.cites_score";"rp_affiliation";"rp_anb.cites_rank";"rp_anb.cites_score";"rp_anb.pages_rank";"rp_anb.pages_score";"rp_anb.works_rank";"rp_anb.works_score";"rp_asc.cites_rank";"rp_asc.cites_score";"rp_asc.pages_rank";"rp_asc.pages_score";"rp_asc.works_rank";"rp_asc.works_score";"rp_awdsc.cites_rank";"rp_awdsc.cites_score";"rp_awsc.cites_rank";"rp_awsc.cites_score";"rp_awsc.pages_rank";"rp_awsc.pages_score";"rp_awsc.works_rank";"rp_awsc.works_score";"rp_bet.weenn_rank";"rp_between_score";"rp_close_rank";"rp_close_score";"rp_d.cites_rank";"rp_d.cites_score";"rp_dnb.works_rank";"rp_dnb.works_score";"rp_down.loads_rank";"rp_downloads_score";"rp_dsc.cites_rank";"rp_dsc.cites_score";"rp_h.index_rank";"rp_h.index_score";"rp_nb.cites_rank";"rp_nb.cites_score";"rp_nb.pages_rank";"rp_nb.pages_score";"rp_nb.works_rank";"rp_nb.works_score";"rp_ncau.thors_rank";"rp_ncauthors_score";"rp_nep.cites_rank";"rp_nep.cites_score";"rp_rcau.thors_rank";"rp_rcauthors_score";"rp_sc.cites_rank";"rp_sc.cites_score";"rp_sc.pages_rank";"rp_sc.pages_score";"rp_sc.works_rank";"rp_sc.works_score";"rp_stu.dents_rank";"rp_students_score";"rp_wdsc.cites_rank";"rp_wdsc.cites_score";"rp_wsc.cites_rank";"rp_wsc.cites_score";"rp_wsc.pages_rank";"rp_wsc.pages_score";"rp_wsc.works_rank";"rp_wsc.works_score";"gs_id";"gs_author";"gs_affiliation";"gs_total_cites";"gs_h_index";"gs_i_index";"gs_fields";"gs_citation_2015";"gs_citation_2014";"gs_citation_2013";"gs_citation_2012";"gs_citation_2011";"gs_citation_2010";"gs_citation_2009";"gs_citation_2008";"gs_citation_2007";"rp_age_estimated";"age_combined";"subject_fields";"hb_commonscore"
"2654";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1698;"rp_author_1740";1627,92;1770;1252,5;4603;NA;1625;134,55;3486;NA;2018;282,54;"Stanford Institute for Economic Policy Research (SIEPR), Stanford University, Stanford, California (USA)";1216;713,5;2672;NA;1791;63,5;1413;5749,43;1624;7059,67;529;1472,02;1962;57,59;1414;283,2;1581;347,39;507;83,2;22685;NA;22160;NA;1833;200,97;3138;NA;8481;NA;2300;418,88;859;18;1310;1086;3917;NA;2974;NA;1663;554;1495;76,23;1681;425,4;1544;8514,54;2012;8805,29;771;1793,57;2590;NA;2264;84,69;1544;415,98;1990;428,14;742;100,85;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;68;68;NA;NA
"2655";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1699;"rp_author_1741";1628,01;3863;NA;3644;NA;1923;117,38;2817;NA;1640;346,31;"Finance Group, Faculteit Economie en Bedrijfskunde, Universiteit van Amsterdam, Amsterdam, Netherlands";1353;654,79;2468;NA;2161;57,7;1281;6368,38;1659;6964,18;1243;873,19;1545;74,62;1343;300,27;1648;336,25;1389;43,03;889;7,1;746;4,63;2151;173,33;1813;76;2663;NA;1859;512,05;1188;16;1623;898;2430;NA;1592;117;1577;580;1654;74,34;1531;458,19;1491;8858,53;1641;10376,9;1278;1286,8;1762;1696,42;1744;111,24;1516;422,93;1616;506,76;1428;64,13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;57;NA;NA
"2656";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1700;"rp_author_1742";1630,48;6152;NA;8262;NA;1459;147,39;7219;NA;1019;536,55;"Zicklin School of Business, Baruch College, City University of New York (CUNY), New York City, New York (USA)";1441;622,66;1037;690,33;3387;NA;1039;7705,35;526;14176,3;1322;839,48;1035;107,66;1076;367,7;538;691,29;1497;40,63;9472;NA;4047;NA;2191;170,28;4786;NA;9144;NA;1578;608,24;1383;15;1940;752;1681;774;5332;NA;3027;NA;7348;NA;3089;NA;1434;9232,56;824;16100,4;1896;981,51;2590;NA;1593;122,57;1456;444,07;860;780,73;2085;47,83;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;47;47;NA;NA
"2657";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1701;"rp_author_1743";1631,48;1482;1382,42;1665;2293;2645;NA;1515;374;2364;NA;"Economic Research, Federal Reserve Bank of Cleveland, Cleveland, Ohio (USA)";2229;418,08;1873;518,66;798;94,33;1743;4607,91;1828;6521,78;1029;989,84;2255;49,63;1623;244,05;1327;391,76;685;68,83;1613;4,68;2028;4,81;2475;NA;843;109;2463;NA;2357;NA;1907;13;2499;NA;1912;719;969;148;2013;476;2425;NA;1902;383,2;2003;6438,88;1852;9390,7;1126;1398,62;2590;NA;2295;83,26;1847;341,2;1363;570,99;776;98,01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;58;58;NA;NA
"2658";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1702;"rp_author_1744";1631,62;3260;NA;1634;2316;2167;105,14;3022;NA;2258;250,25;"DÈpartement d'…conomique, UniversitÈ Laval, QuÈbec, Canada";2330;NA;2387;NA;2397;NA;2330;NA;2249;5516,54;2657;NA;2130;52,71;2228;168,56;2231;258,34;2989;NA;949;6,86;1007;4,68;1296;268,01;1485;84;1469;688;1456;652,47;1383;15;1488;973;1393;842;771;164;1141;738;359;89,39;1152;566,43;1608;8221,34;1306;12321,5;1665;1080,35;1141;1126,34;1388;138,99;1560;412,27;1355;573,84;2076;47,97;"WQJG9JgAAAAJ";"gs_author_1260";"CIRP√<U+0089>E";3990;27;46;"labor economics, public economics, applied econometrics";309;430;360;332;319;258;289;221;NA;70;70;"J";NA
"2659";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1703;"rp_author_1745";1632,86;3495;NA;4766;NA;1505;144,07;4401;NA;1102;495,24;"Sanford School of Public Policy, Duke University, Durham, North Carolina (USA)";1231;706,83;8383;NA;1570;67,91;975;8164,8;3709;NA;914;1055,67;947;115,47;879;437,58;3353;NA;778;63,12;13925;NA;8155;NA;1774;206,63;1560;82;5979;NA;1326;705,53;1017;17;1469;985;10366;NA;2515;NA;1500;600;1399;77,22;1451;477,1;1145;11387,2;4701;NA;1139;1389,03;2590;NA;1170;161,1;1066;604,57;4299;NA;987;83,18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;69;69;NA;NA
"2660";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1704;"rp_author_1746";1633,64;12463;NA;17363;NA;306;429,4;13753;NA;908;586,03;"Department of Agricultural and Resource Economics, North Carolina State University, Raleigh, North Carolina (USA)";250;2150,33;15364;NA;17842;NA;750;10261,1;5865;NA;6638;NA;1228;91,46;961;406,35;5491;NA;6511;NA;22851;NA;15720;NA;603;465,78;18453;NA;18891;NA;1542;620,81;6039;NA;493;2232;16215;NA;21230;NA;588;1120;1085;80,29;683;788,32;1242;10612,4;7291;NA;8992;NA;2590;NA;2013;96,33;1531;418,93;6813;NA;8628;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;71;71;NA;NA
"2661";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1705;"rp_author_1747";1633,81;3355;NA;5749;NA;2352;NA;6574;NA;5366;NA;NA;1131;759;130;1444;131;181,33;3343;NA;3990;NA;3006;NA;11459;NA;8176;NA;10109;NA;7514;NA;23657;NA;10712;NA;3980;NA;329;155;10182;NA;7777;NA;1621;14;1925;759;361;1444;392;215;9439;NA;7655;NA;9740;NA;4865;NA;5652;NA;4674;NA;2590;NA;14337;NA;10502;NA;12272;NA;10007;NA;"84jTPKEAAAAJ";"gs_author_1261";"Georgia Institute of Technology";13558;61;143;"travel behavior, impacts of ict on transportation, land use/travel interactions, attitudes toward travel, multitasking";1305;1477;1411;1208;1045;865;943;756;NA;63;63;NA;NA
"2662";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1706;"rp_author_1748";1634,2;1140;1638;2896;NA;1446;149,1;1344;398,5;3727;NA;"Economics Group, Business School, University of Hertfordshire, Hatfield, United Kingdom";1373;647;88;1564;252;146;3477;NA;1457;7635,62;2552;NA;5730;NA;5425;NA;3008;NA;5157;NA;24612;NA;34720;NA;2527;NA;405;144;3619;NA;5661;NA;2247;12;2270;648;293;1564;943;150;4021;NA;2774;NA;4691;NA;5034;NA;2475;NA;4114;NA;2590;NA;8034;NA;7238;NA;4286;NA;7246;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;70;70;NA;NA
"2663";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1707;"rp_author_1749";1634,5;129;5249,58;170;7662;8604;NA;182;1176,42;11580;NA;"Department of Economics and Accounting, College of the Holy Cross, Worcester, Massachusetts (USA)";6675;NA;4732;NA;756;96,33;9843;NA;12083;NA;4565;NA;12562;NA;11035;NA;14376;NA;5819;NA;3020;NA;10855;NA;10514;NA;1029;100;355;1481;13217;NA;7559;NA;8100;NA;5320;NA;905;153;11931;NA;5862;NA;12563;NA;11425;NA;12556;NA;5648;NA;2590;NA;14254;NA;12635;NA;14705;NA;7438;NA;"aZF3u1UAAAAJ";"gs_author_1262";NA;2290;21;41;"economics";240;278;293;316;221;227;160;152;NA;47;47;"A";NA
"2664";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1708;"rp_author_1750";1634,56;5071;NA;2012;2016;4194;NA;7574;NA;5143;NA;"Laboratoire d'…conomie des Ressources Naturelles (LERNA), Toulouse School of Economics (TSE), Toulouse, France";4398;NA;1147;658;936;87,72;5009;NA;2877;NA;1745;689,03;5264;NA;4992;NA;3346;NA;2093;30,87;422;11,15;906;4,66;2684;NA;257;167;3080;NA;3653;NA;2247;12;2901;NA;367;1438;167;285;3060;NA;4783;NA;3237;NA;3624;NA;1646;10345,7;908;1603,63;500;501,36;3876;NA;3702;NA;2152;397,59;1193;73,07;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;66;66;NA;NA
"2665";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1709;"rp_author_1751";1635,84;4175;NA;3555;NA;12326;NA;8601;NA;11284;NA;"Centre de recherche en …conomie (OFCE), Sciences Èconomiques, Sciences Po, Paris, France, Centre D'Analyse ThÈorique et de Traitement des donnÈes Èconomiques (CATT), FacultÈ de Droit d'…conomie et de Gestion, UniversitÈ de Pau et des Pays de l'Adour, Pau, France";8947;NA;124;1456,58;550;109,06;9665;NA;6444;NA;5101;NA;10368;NA;9091;NA;8038;NA;3919;NA;1115;6,11;372;4,52;10977;NA;439;140;7807;NA;9768;NA;7559;NA;7794;NA;85;2173;247;254;8032;NA;8637;NA;7819;NA;8617;NA;5585;NA;4375;NA;2081;2005,18;9060;NA;8206;NA;7069;NA;3442;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;62;NA;NA
"2666";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1710;"rp_author_1752";1636,48;1922;1192;2725;NA;1547;140,84;3430;NA;1940;295,33;NA;1129;760,16;1604;563,33;4916;NA;1424;5721,17;890;10405,7;1485;770,85;2023;55,7;1507;264,83;892;505,18;1421;42,43;5537;NA;5421;NA;1891;194,28;4786;NA;4345;NA;2212;434,23;1188;16;1402;1023;1604;790;5212;NA;1255;690;602;86,23;1228;539,05;1599;8242,76;997;14422,2;1672;1075,17;2590;NA;2256;85,2;1614;399,62;1061;669,55;1613;58,75;"M3QoE2MAAAAJ";"gs_author_1263";"Univerity of Chicago Law School";96726;134;406;NA;3075;4570;4838;4690;4756;4673;4831;4525;NA;77;77;NA;NA
"2667";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1711;"rp_author_1753";1637,13;542;2531,96;537;4399;1092;185,47;432;774,76;1936;296,36;"Centre for Economics and Financial Econometrics Research (CEFER), Deakin University, Melbourne, Australia";1928;482,26;1749;537,5;1582;67,59;3121;NA;4499;NA;4278;NA;2577;NA;3830;NA;6425;NA;7502;NA;1694;4,53;2404;NA;996;331,42;1631;80;470;1291;1756;542,24;859;18;1835;795;1796;745;2079;102;2140;450;890;82,37;2353;NA;3090;NA;4601;NA;4311;NA;2590;NA;2428;NA;3816;NA;6521;NA;7497;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;54;NA;NA
"2668";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1712;"rp_author_1754";1642,25;108;5630,71;194;7170;8191;NA;186;1158,88;9785;NA;"Facultad de EconomÌa, Universidad de los Andes, Bogot·, Colombia, Centro de Estudios Sobre Desarrollo EconÛmico (CEDE), Facultad de EconomÌa, Universidad de los Andes, Bogot·, Colombia";9615;NA;11253;NA;1282;75,11;10508;NA;16075;NA;7937;NA;9445;NA;10215;NA;16080;NA;9204;NA;1002;6,54;2986;NA;7695;NA;1110;96;284;1645;9314;NA;9663;NA;8812;NA;10050;NA;1740;112;7353;NA;6257;NA;7579;NA;9758;NA;14110;NA;7805;NA;2590;NA;9020;NA;9501;NA;13952;NA;8557;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2669";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1713;"rp_author_1755";1642,39;1023;1750,73;1194;2832;753;241,49;829;530,66;1972;289,8;"Center for Energy and Environmental Policy Research (CEEP), Beijing Institute of Technology, Beijing, China";1840;500,33;507;918,66;595;105,86;4541;NA;6707;NA;4620;NA;6239;NA;9992;NA;14724;NA;16139;NA;698;8,33;19140;NA;646;446,49;579;126;931;896;1775;536,01;1017;17;1563;928;440;1358;723;169;3533;NA;6315;NA;4137;NA;4148;NA;6540;NA;4287;NA;2590;NA;5832;NA;9287;NA;14824;NA;15860;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2670";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1714;"rp_author_1756";1642,92;1091;1673,87;602;4142;1654;132,29;749;566,79;2928;NA;"EconomiX, UniversitÈ Paris Ouest-Nanterre la DÈfense (Paris X), Nanterre, France";2642;NA;1307;623,33;1411;71,98;4535;NA;6407;NA;4056;NA;4355;NA;6009;NA;8665;NA;5538;NA;366;11,96;1514;4,75;1257;276,47;773;113;411;1385;2404;NA;1188;16;2105;693;540;1260;544;189;2281;428;3062;NA;2589;NA;3867;NA;4492;NA;2487;NA;2054;1983,12;3565;NA;5050;NA;6605;NA;3762;NA;"vtUXTPYAAAAJ";"gs_author_1264";"Universit√© Paris Ouest";2495;26;47;NA;335;419;367;321;265;205;182;100;NA;47;47;NA;NA
"2671";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1715;"rp_author_1757";1643,21;731;2106,92;819;3470;1147;179,31;725;577,25;1855;310,67;"Economics Research, World Bank Group, Washington, District of Columbia (USA)";1486;608,5;1489;582,16;1967;60,41;2192;3594,65;3004;NA;2677;NA;1999;56,47;2413;NA;3921;NA;3074;NA;2330;NA;2595;NA;1213;285,66;1765;77;867;928;1865;511,49;859;18;1432;1007;1415;836;2390;NA;1418;621;1078;80,31;1519;461,34;2113;6070,07;2941;NA;2702;NA;2590;NA;2047;94,78;2321;NA;3740;NA;3144;NA;"BeX8OMoAAAAJ";"gs_author_1265";"The World Bank";4157;36;68;"economics";373;470;401;368;343;328;282;290;NA;51;51;"A";NA
"2672";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1716;"rp_author_1758";1649,98;5973;NA;3541;NA;2268;100,46;6288;NA;1173;467,66;"Department of Economics, Tepper School of Business Administration, Carnegie Mellon University, Pittsburgh, Pennsylvania (USA)";2119;437,66;13055;NA;11230;NA;1079;7475,31;3797;NA;3894;NA;889;121,37;815;476,38;2754;NA;2774;NA;6301;NA;4724;NA;1405;250,78;7036;NA;3026;NA;719;1164,99;1907;13;1331;1067;8282;NA;4986;NA;1144;737;826;83,31;1039;606,76;669;17871,4;2718;NA;2506;NA;2590;NA;532;300,73;510;1121,38;1843;455,48;1780;54,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;52;52;NA;NA
"2673";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1717;"rp_author_1759";1651,22;955;1827,8;1311;2645;1033;192,45;1076;453,6;924;577,37;"Research and Statistics Group, Federal Reserve Bank of New York, New York City, New York (USA)";1303;678,26;4364;NA;4841;NA;1220;6667,44;2457;NA;2016;616,15;942;115,99;1262;321,03;1774;317,62;1486;40,92;10985;NA;7303;NA;1195;289,08;6301;NA;1649;638;1074;850,59;1621;14;1593;910;4676;NA;4763;NA;1595;572;2734;NA;1642;435,01;1506;8760,51;2662;NA;2271;859,4;2590;NA;1089;171,31;1527;419,28;1927;438,85;1739;55,63;"mu1RL9cAAAAJ";"gs_author_1266";"Federal Reserve Bank of New York";3991;24;32;"economics";444;631;460;427;270;259;264;210;NA;48;48;"A";NA
"2674";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1718;"rp_author_1760";1652,65;2596;NA;1875;2122;1590;137,85;1826;332,16;1370;408,47;"American Enterprise Institute, Washington, District of Columbia (USA)";1767;518,5;1755;535,5;3144;NA;1625;5021,1;1622;7065,25;2099;597,33;1294;87,44;1529;262,22;1007;464,35;1744;36,13;12562;NA;4044;NA;1293;269;3554;NA;1302;738;1179;783,95;1907;13;1553;937;1604;790;2854;NA;1422;620;2509;NA;1438;478,48;1498;8813,7;1610;10524;1822;1010,27;2590;NA;1122;167,6;1433;456,67;1008;698,71;1494;61,89;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2675";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1719;"rp_author_1761";1653,62;6220;NA;4114;NA;1503;144,22;4474;NA;2020;281,86;"Handelshˆgskolan, Gˆteborgs Universitet, Gˆteborg, Sweden, Enheten fˆr miliˆekonomi, Nationalekonomiska institutionen, Handelshˆgskolan, Gˆteborgs Universitet, Gˆteborg, Sweden";1914;485,95;2281;464,94;2123;58,15;2495;NA;5290;NA;4458;NA;2830;NA;3175;NA;7537;NA;7535;NA;147;18,77;72;4,35;1857;197,67;1349;88;3403;NA;2379;NA;2247;12;2205;664;2051;696;1713;113;2200;441;2476;NA;2292;327,98;2780;NA;5029;NA;3752;NA;515;517,2;3138;NA;3431;NA;7232;NA;5850;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;64;64;NA;NA
"2676";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1720;"rp_author_1762";1653,73;7004;NA;3391;NA;2731;NA;8651;NA;2227;254,12;"Dipartimento di Economia e Finanza, Facolt‡ di Economia, Universit‡ degli Studi di Roma ""Tor Vergata"", Roma, Italy";1845;500;8360;NA;8489;NA;1500;5453,62;2566;NA;3507;NA;2210;50,83;1510;264,59;2415;NA;2486;NA;2528;NA;2641;NA;1283;271,33;7642;NA;4782;NA;1049;863,37;3306;NA;765;1692;6737;NA;6709;NA;946;837;595;86,33;922;661,87;616;19134,2;2241;8222,2;2661;NA;385;380,11;1058;175,91;634;940,29;1920;441,13;1351;66,82;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56;56;NA;NA
"2677";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1721;"rp_author_1763";1653,79;4717;NA;3426;NA;512;309,6;4150;NA;1035;526,95;"Institut d'An‡lisi EconÚmica CSIC (IAE-CSIC), Barcelona Graduate School of Economics (Barcelona GSE), Barcelona, Spain";835;975,22;10362;NA;9826;NA;1572;5206,31;7463;NA;8253;NA;1160;95,94;1708;229,06;8013;NA;8742;NA;852;7,34;698;4,62;534;505,08;6786;NA;3227;NA;1035;874,19;2722;NA;768;1684;7236;NA;5876;NA;972;824;620;85,47;1046;603,65;1470;8972,49;6778;NA;7235;NA;2590;NA;1181;159,89;1633;393,51;7769;NA;7934;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;45;45;NA;NA
